_id;country;utility name;utility code;utility ID;year;Type of connection;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
1;country;utility name;utility code;utility ID;year;Type of connection; Total number of connections (residential and non-residential) in the utility area;Total Number of residential connections in the utility area;Total electricity sold per year (MWh);Length of distribution network (km) ;Total number of employees ;Average wholesale price paid per MWh (local nominal currency);Average transmission charges per MWh purchased (local nominal currency);OPEX (operation expenditures) of the distribution services (local nominal currency);CAPEX (captial expenditures) of the distribution services (local nominal currency) ;TOTEX (total expenditures) of the distribution network (local nominal currency);Energy losses in distribution per year (due to technical losses and illegal connections) %;Energy losses in distribution per year due to technical losses %;Energy losses in distribution per year due to non-technical losses (illegal connections) %;Average duration of interruptions per subscriber (hours/year);Average frequency of interruptions per subscriber (# interruptions / year);Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households;Number of customer complaints per year;Average duration between customer complaint and the solution of the problem (hours);Average residential tariff (local nominal currency / MWh);Average industrial tariff (local nominal currency / MWh);Installation Cost (residential) local nominal currency;Installation Cost (Industrial) local nominal currency;Year of privatization;Residencial conexions per employee;Energy sold per employee
2;country;name;code;id_conce;year;typ_conc;n_con;n_rd_con;mwh_sold;length_net;n_wrks;whosale_price_p;transm_chrs_p;opex;capex;totex;d_losses;d_losses_t;d_losses_c;dur_interr;freq_interr;coverage;complains;dur_problem;avg_rd_tariff_p;avg_in_tariff_p;inst_rd_price_p;inst_in_price_p;d_priv;rd_cn_wkr;mwh_wkr
3;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;1994;Elec - Distribution;;;;;;;;;;;0.246391955;;;;;;;;;;;;0;;
4;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;1995;Elec - Distribution;4.293.683.333;3.694.916.667;118861.9;;;1.289.702.588;;;;;0.248840986;;;;;;;;4.985.647.636;1.735.030.265;;;0;;
5;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;1996;Elec - Distribution;4.612.191.667;40018.5;124118.5;;;1.222.161.563;;;;;0.246484777;;;;;;;;7.285.148.198;1.816.219.628;;;0;;
6;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;1997;Elec - Distribution;5.046.158.333;4.385.358.333;134097.2;;;2.852.203.775;;;;;0.256773699;;;;;;;;2.891.591.355;277.406.999;;;0;;
7;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;1998;Elec - Distribution;5.229.333.333;4.585.483.333;146304.8;;;2.931.777.768;;;;;0.246589811;;;;;;;;2.985.768.958;295.955.862;;;0;;
8;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;1999;Elec - Distribution;5.511.066.667;48250.5;147.138.714;2009.88;306;6.042.326.255;;26284200000;;;0.258662207;;;;;;;;621.357.096;5.053.757.335;1.344.355.773;;0;1.576.813.725;4.808.454.706
9;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2000;Elec - Distribution;57294;50248;1.528.042.628;2150.2;;4.030.599.206;4.028.205.515;1705911;2399606;4105517;0.228533962;0.029092373;0.199441588;;;;;;3.811.817.265;4.292.757.989;8.958.075.022;;0;;
10;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2001;Elec - Distribution;6.036.683.333;5.316.366.667;1.384.571.099;2.406.532;;701.744.101;4.823.196.536;1705911;2778499;4484410;0.268748199;0.127300195;0.141448004;;;0.567800978;;;6.111.332.941;856.717.736;1.341.264.382;;0;;
11;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2002;Elec - Distribution;62612;55416;144.754.603;3.236.522;669;9.431.929.766;6.437.009.974;2342262;2719076;5061338;0.270484852;0.107996766;0.162488178;2.75;3.027.615.714;0.585406154;;;1.040.630.911;1.102.304.384;1.957.642.979;;0;8.283.408.072;2.163.745.934
12;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2003;Elec - Distribution;66500;59078;148.070.103;2.469.232;270;8.886.559.695;9.096.675.543;2.677.450.244;1380602.43;4.058.052.674;0.295667455;0.109973726;0.185693928;1.846.661.922;1.969.195.958;0.599475509;;;9.502.361.082;777.120.663;1.665.818.719;;0;2.188.074.074;5.484.077.889
13;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2004;Elec - Distribution;69601;62075;160.820.407;13.319.266;304;9.862.000.512;8.803.133.311;2.945.195.268;1.025.584.064;3.970.779.333;0.287701708;0.113648387;0.17405332;9.210.609.506;1.341.399.348;0.622841673;;;1.061.787.643;9.183.962.313;1.882.019.911;;0;2.041.940.789;5.290.144.967
14;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2005;Elec - Distribution;7.232.258.333;6.481.558.333;166.304.849;1.340.427.918;560;9.463.875.271;8.329.004.549;4556123.66;1.793.441.225;6.349.564.885;0.311480349;0.123119269;0.18836108;2.714.759.267;5.989.205.067;0.621792622;;;1.050.605.391;8.677.302.906;1.852.839.616;;0;1.157.421.131;2.969.729.446
15;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2006;Elec - Distribution;75131;69690;182559;13566.92;304;96.3;829.617.039;6817197.46;3.024.139.715;9.841.337.175;0.2956;0.1192;0.1764;210.628.192;2.332.912.974;0.7184;12518;;1.062.447.142;9.061.632.293;19.93;;0;2.292.434.211;6.005.230.263
16;Ecuador;EMPRESA ELECTRICA LOS RIOS S.A.;LOS RIOS;201001;2007;Elec - Distribution;79815;71753;182390;3944.26;264;96.5;7.395.303.634;6430364.81;3292953.69;9723318.5;0.3311;0.1308;0.2003;1.074.623.273;2.180.874.824;0.739;4584;;1.007.810.737;8.706.178.468;19.745;;0;2.717.916.667;6.908.712.121
17;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;1994;Elec - Distribution;111633;;347000;3267;3.429.757.785;;;;;;0.27701186;;;;;;;;;;;;0;;1.011.733.253
18;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;1995;Elec - Distribution;119728.75;1.088.034.167;358269.8;3554;3.343.157.895;1.229.610.171;;;;;0.289975584;;;;;;;;5.831.912.302;2.796.949.602;;;0;3.254.510.259;107.165.085
19;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;1996;Elec - Distribution;1.288.931.667;117296.75;421298.6;3716;3.613.899.614;1.248.736.312;;;;;0.274346255;;;;;;;;60406.62;1.965.585.313;;;0;3.245.711.351;1.165.772.835
20;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;1997;Elec - Distribution;1.414.011.667;1.293.804.167;465477.2;3787;3.835.601.375;278.046.465;;;;;0.296252356;;;;;;;;2.916.926.222;2.720.101.235;;;0;3.373.145.539;1.213.570.323
21;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;1998;Elec - Distribution;149899.25;1.376.225.833;500555.2;;;3.108.328.272;;;;;0.246536142;;;;;;;;3.580.291.209;2.796.949.602;;;0;;
22;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;1999;Elec - Distribution;1.586.399.167;1.461.424.583;455.779.029;8839.4;;5.295.754.308;;64345020000;;;0.289032827;;;;;;;;5.833.766.537;4.676.929.551;1.267.910.061;;0;;
23;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2000;Elec - Distribution;164422;151623;4.684.977.922;12.781.088;;4.234.227.008;4.045.100.832;3108328;1844871;4953199;0.303214002;0.1280785;0.175135503;;;;;;3.943.305.654;4.390.985.712;1.005.403.781;;0;;
24;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2001;Elec - Distribution;1.715.223.333;1.583.666.667;505.020.301;12534.37;;7.525.199.867;4.653.278.125;3108328;9239622;12347950;0.275539276;0.146756345;0.128782931;;;0.596450208;;;7.544.670.188;7.622.897.697;1.846.396.437;;0;;
25;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2002;Elec - Distribution;177148;163580;5.116.255.622;12.668.448;562;9.981.996.836;6.238.130.704;4664616;14947059.13;19611675.13;0.295314158;0.141345803;0.153968355;;;0.602329041;;;9.616.091.132;1.030.065.494;245.823.694;;0;2.910.676.157;9.103.657.691
26;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2003;Elec - Distribution;182082;168200;5.268.150.012;13.160.748;674;1.056.268.455;1.206.876.538;8.284.901.492;8489612;16774513.49;0.334489037;0.121449443;0.213039594;3.624.865.771;3.921.037.113;0.614746564;;;9.561.481.967;1.107.131.157;2.567.952.789;;0;2.495.548.961;7.816.246.308
27;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2004;Elec - Distribution;189979;175661;5.582.653.339;21.292.201;732;1.042.420.741;1.094.141.794;9.117.563.722;5081259.57;14198823.29;0.358267712;0.137166321;0.221101391;2.286.828.223;3.160.949.024;0.62925213;;;1.102.627.208;9.034.868.437;2.502.030.882;;0;2.399.740.437;7.626.575.599
28;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2005;Elec - Distribution;1.987.200.833;184068.5;5.471.770.449;2.142.194.586;458;1.011.233.064;1.109.537.392;14089890;8216459.74;22306349.74;0.401194389;0.131780126;0.269414263;2.382.449.784;3.472.693.298;0.649726817;;;1.108.436.389;8.518.773.219;2.351.500.502;;0;4.018.962.882;1.194.709.705
29;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2006;Elec - Distribution;206492;192722;578677;21820.77;458;103.2;1.014.821.563;15418502.58;9.970.818.785;25389321.37;0.4193;0.1373;0.282;;;0.8274;4247;;109.941.472;8.619.740.222;24.73;;0;420.790.393;12.634.869
30;Ecuador;EMPRESA ELECTRICA MANAB S.A.;MANAB ;201002;2007;Elec - Distribution;210777;195374;623079;21998.6;532;102.4;1.088.226.068;15130740.08;10496736.34;25627476.42;0.4123;0.1455;0.2668;11.44;11.9;0.7696;5096;;1.089.742.329;8.282.929.576;25.17;;0;3.672.443.609;1.171.201.128
31;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;1994;Elec - Distribution;63605;;158786;;213;;;;;;0.244652634;;;;;;;;;;;;0;;7.454.741.784
32;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;1995;Elec - Distribution;6.633.008.333;55246.75;165319.8;;;1.288.021.399;;;;;0.21734845;;;;;;;;5.432.427.258;1.766.648.352;;;0;;
33;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;1996;Elec - Distribution;7.129.366.667;5.951.266.667;188319.5;;;1.578.754.723;;;;;0.247188141;;;;;;;;8.662.003.808;195.788.743;;;0;;
34;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;1997;Elec - Distribution;7.535.491.667;6.306.908.333;212512.5;;;3.230.716.734;;;;;0.256901233;;;;;;;;3.412.693.409;2.906.296.993;;;0;;
35;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;1998;Elec - Distribution;7.788.383.333;6.540.991.667;230609;;227;3.649.717.791;;;;;0.261943739;;;;;;;;4.041.580.419;3.080.551.435;;;0;2.881.494.126;1.015.898.678
36;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;1999;Elec - Distribution;8.051.233.333;6.790.916.667;222.855.367;1308;;4.880.318.084;;28756157000;;;0.279350625;;;;;;;;5.427.296.937;4.456.044.943;1.125.712.704;;0;;
37;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2000;Elec - Distribution;82510;69688;243.556.018;2793.5;;4.128.081.119;4.011.184.019;1395315;;;0.253657353;0.1147;0.138957353;;;;;;4.160.414.884;4.177.885.498;1.015.451.662;;0;;
38;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2001;Elec - Distribution;84642.5;71554.75;175.702.149;2772.8;;7.187.506.779;5.095.474.352;1395315;;;0.402076841;0.114699997;0.287376844;;;0.662506882;;;6.084.733.788;7.508.087.909;1.243.327.709;;0;;
39;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2002;Elec - Distribution;88682;75187;178.694.601;1.478.237.639;289;1.085.569.695;6.535.451.046;1850189;7089782;8939971;0.414551495;0.114826868;0.299724627;;;0.701505935;;;1.018.624.816;1.086.708.688;1.725.816.186;;0;2.601.626.298;6.183.204.187
40;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2003;Elec - Distribution;94465;80251;200.110.588;3.093.518.363;300;9.660.048.285;7.771.080.258;3.169.085.321;2851609;6.020.694.321;0.402438662;0.0829;0.319538662;299.339.061;1.985.191.088;0.730907912;;;1.117.283.965;1.064.732.638;1.895.471.014;;0;2.675.033.333;6.670.352.933
41;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2004;Elec - Distribution;98968;84145;205.548.994;3.161.743.363;288;8.935.987.177;8.039.576.399;3.485.993.853;1.553.677.671;5.039.671.524;0.404451993;0.090618627;0.313833367;1.668.391.325;9.487;0.755290471;;;1.159.532.457;8.840.735.427;1.742.034.025;;0;2.921.701.389;7.137.117.847
42;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2005;Elec - Distribution;103195.5;8.797.116.667;212.530.251;3.214.676.063;288;8.599.083.155;7.772.262.309;6.107.004.593;1886135;7.993.139.593;0.418540561;0.0969;0.321640561;1.290.644.978;6.945.006.376;0.764402956;;;1.130.517.783;9.120.395.946;173.618.232;;0;3.054.554.398;7.379.522.604
43;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2006;Elec - Distribution;105193;90801;217032;2356.69;288;103.2;7.140.332.912;5945385.28;2971784;8917169.28;0.4188;0.0969;0.3219;3.986.355.826;152.639.988;0.8133;31716;;1.132.324.678;9.685.339.335;16.88;;0;31.528.125;7.535.833.333
44;Ecuador;EMPRESA ELCTRICA MILAGRO S.A.;MILAGRO;201003;2007;Elec - Distribution;112216;96054;233154;2357.48;288;101.1;7.181.511.686;6801587.13;1177944;7979531.13;0.3263;0.083;0.2433;3.936.873.747;1.719.621.487;0.8192;;;1.125.320.835;101.860.649;17.87;;0;3.335.208.333;8.095.625
45;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;1994;Elec - Distribution;;;;;;;;;;;0.173571042;;;;;;;;;;;;0;;
46;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;1995;Elec - Distribution;99087;8.807.908.333;202565.2;;;1.161.834.313;;;;;0.142953869;;;;;;;;4.939.019.888;1.731.035.696;;;0;;
47;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;1996;Elec - Distribution;1.039.063.333;92055.5;219962.5;;;1.154.508.064;;;;;0.138785275;;;;;;;;5.264.132.167;1.777.929.781;;;0;;
48;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;1997;Elec - Distribution;108649.75;96301;243948.1;;;2.958.579.058;;;;;0.128310356;;;;;;;;3.353.055.964;2.582.019.519;;;0;;
49;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;1998;Elec - Distribution;1.128.309.167;9.995.508.333;257884.7;;;320.828.122;;;;;0.145620823;;;;;;;;3.749.030.604;2.776.572.592;;;0;;
50;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;1999;Elec - Distribution;118865.5;105661.75;235.271.391;5014.39;;5.841.267.123;;32687510000;;;0.166307674;;;;;;;;5.965.336.547;5.586.999.725;9.634.720.484;;0;;
51;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2000;Elec - Distribution;125584;111610;235.153.532;5085.11;;4.103.299.677;4.735.217.831;2052340;1141000;3193340;0.184510567;0.077463879;0.107046688;;;;;;3.923.623.016;4.471.189.367;6.402.788.916;;0;;
52;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2001;Elec - Distribution;131325.75;1.166.355.833;248.396.902;7222.67;;7.151.544.054;5.060.408.688;2052340;1698654;3750994;0.173400225;0.073459946;0.099940279;;;0.756784982;;;6.183.569.837;8.360.579.475;1.127.236.019;;0;;
53;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2002;Elec - Distribution;140309;124847;2.594.423.122;7.372.024.985;392;9.356.538.146;719.251.619;2721402;4733952;7455354;0.173438778;0.11251883;0.060919944;;;0.786306318;;;9.300.793.802;9.646.872.251;1.441.744.129;;0;3.184.872.449;6.618.426.332
54;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2003;Elec - Distribution;146809;130569;2.659.031.717;9.467.286;420;1.012.875.384;1.103.337.454;5.034.813.794;1156511.8;6.191.325.594;0.173149086;0.090207508;0.082941578;5.796.503.566;6.851.143.156;0.794423876;;;1.054.833.048;9.938.816.729;1.528.784.768;;0;3.108.785.714;6.331.027.896
55;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2004;Elec - Distribution;152435;135480;2.891.709.753;8.491.335;452;1.011.038.887;1.040.386.655;6.206.770.487;5.066.825.996;11273596.48;0.15862722;0.097374985;0.061252235;3.852.707.035;3.283;0.814196437;;;1.052.509.823;9.224.785.676;1.561.378.357;;0;2.997.345.133;6.397.587.949
56;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2005;Elec - Distribution;1.594.776.667;1.413.246.667;3.000.333.091;8.921.222.574;328;9.989.499.804;1.200.292.584;8.301.935.617;2.916.718.503;11218654.12;0.145820145;0.095958136;0.049862009;3.041.886.739;2.762.610.188;0.82024504;;;1.027.232.585;9.291.332.693;1.566.142.186;;0;4.308.678.862;9.147.356.985
57;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2006;Elec - Distribution;164664;147273;308218;15271.54;392;100.4;9.874.412.821;7616062.47;4.656.769.456;12272831.93;0.141;0.0957;0.0453;3.800.595.685;3.914.212.008;0.9575;6809;;1.029.433.845;9.330.899.241;16.15;;0;3.756.964.286;7.862.704.082
58;Ecuador;EMPRESA ELECTRICA NORTE S.A.;NORTE;201004;2007;Elec - Distribution;172683;152027;329931;15756.49;546;101.3;673.503.547;7294011.22;6.150.782.157;13444793.38;0.1278;0.0945;0.0333;2.579.722.188;3.453.691.018;0.9934;1873;;1.048.907.596;9.382.376.044;16.94;;0;2.784.377.289;6.042.692.308
59;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;1994;Elec - Distribution;378376;;1478000;9159;9.954.833.148;;;;;;0.182725494;;;;;;;;;;;;0;;1.484.705.949
60;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;1995;Elec - Distribution;407184;3.509.398.333;1529238;;;1.352.641.989;;;;;0.15424455;;;;;;;;758.761.058;1.878.214.744;;;0;;
61;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;1996;Elec - Distribution;4.294.401.667;3.696.979.167;1692760;;978.813.461;1.370.730.423;;;;;0.14995025;;;;;;;;8.416.631.055;1.870.857.601;;;0;377.700.074;1.729.400.001
62;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;1997;Elec - Distribution;4.544.456.667;3.917.461.667;1845264;10011;9.601.868.743;2.832.202.986;;;;;0.134304653;;;;;;;;2.348.162.843;2.937.018.867;;;0;4.079.895.041;1.921.775.906
63;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;1998;Elec - Distribution;4.744.286.667;408661.75;1970391.5;10974.5;9.493.384.279;3.249.414.698;;;;;0.147852656;;;;;;;;3.721.960.507;2.850.676.897;;;0;4.304.700.389;2.075.541.706
64;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;1999;Elec - Distribution;4.960.716.667;4.264.037.593;1.878.707.825;11938.55;7.901.237.624;4.642.896.027;;1.70E+11;;;0.166307674;;;;;;;;4.916.794.574;4.339.843.654;146.528.645;;0;5.396.670.491;2.377.738.671
65;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2000;Elec - Distribution;513696;441456;1979322.01;10753.55;7.895.037.014;324.820.154;3.991.628.685;15583559;8476840;24060399;0.164420759;0.094;0.070420759;;;;;;3.213.915.515;3.183.651.394;1.042.970.421;;0;5.591.563.399;250.704.589
66;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2001;Elec - Distribution;5.366.351.667;460979.25;2.065.353.897;1.536.533.216;;5.652.488.463;4.449.381.116;15583559;8476840;24060399;0.161227993;0.092174687;0.069053306;;;0.78888194;;;5.052.036.765;6.011.400.807;1.812.899.744;;0;;
67;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2002;Elec - Distribution;559405;479241;2.167.484.619;1.197.685.016;1403;7.364.000.792;6.434.189.044;20663803;14228109;34891912;0.151579009;0.083720266;0.067858744;0.039370728;0.059667468;0.801826063;;;7.498.269.992;7.182.909.757;2.402.465.276;;0;3.415.830.364;1.544.892.815
68;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2003;Elec - Distribution;581395;496706;2.249.164.361;1.134.332.939;1413;7.778.740.427;9.844.333.351;25673418.17;7244856.7;32918274.87;0.153139115;0.098012487;0.055126628;307.646.876;3.589.637.184;0.813865206;;;8.074.253.738;7.085.962.238;2.514.852.942;;0;3.515.258.316;1.591.765.294
69;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2004;Elec - Distribution;614364;519046;2.328.366.204;1.157.394.713;1458;7.960.675.888;7.709.629.489;30498935.48;16329505.89;46828441.36;0.154243359;0.102014463;0.052228896;3.744.435.687;4.638.573.757;0.835000605;;;8.553.515.434;7.016.415.405;2.497.629.069;;0;3.559.986.283;1.596.958.988
70;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2005;Elec - Distribution;6.411.371.667;545569;2.426.480.847;1.209.769.943;1484;782.743.876;9.717.186.208;39575936.72;18731920.1;58307856.82;0.131447513;0.1015;0.029947513;1.964.743.981;3.259.122.738;0.861232083;;;8.447.001.862;6.982.006.336;2.511.936.794;;0;367.634.097;1.635.094.911
71;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2006;Elec - Distribution;676756;588243;2.548.704.823;12416.99;1484;7.960.772.004;1.135.687.211;43840333.77;16442440.3;60282774.07;0.113061196;0.072058943;0.041002254;2.559.811.857;3.823.199.553;0.9726;;;8.438.185.682;6.116.276.517;25.79;;0;3.963.901.617;171.745.608
72;Ecuador;EMPRESA ELCTRICA QUITO S.A.;QUITO;201005;2007;Elec - Distribution;732271;620721;2904030;12816.07;1567;7.809.391.228;7.657.482.934;51913774.27;38890286.2;90804060.47;0.0989;0.0809;0.018;2.671.653.792;3.528.329.402;1;;;8.444.477.566;6.489.366.272;26.01;;0;3.961.206.126;1.853.241.863
73;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;1994;Elec - Distribution;87805;;116300;4226;221;;;;;;0.179386989;;;;;;;;;;;;0;;5.262.443.439
74;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;1995;Elec - Distribution;89813;7.935.041.667;118003;;;1.160.643.712;;;;;0.177308921;;;;;;;;3.788.939.672;1.868.534.403;;;0;;
75;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;1996;Elec - Distribution;9.395.441.667;8.321.408.333;133699.4;;;111.953.382;;;;;0.150506282;;;;;;;;4.230.555.078;1.821.152.924;;;0;;
76;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;1997;Elec - Distribution;9.611.783.333;8.608.341.667;144156.3;;;3.084.217.894;;;;;0.139096052;;;;;;;;3.414.729.961;2.424.846.117;;;0;;
77;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;1998;Elec - Distribution;9.946.366.667;8.901.766.667;156464.1;;;328.948.762;;;;;0.130479169;;;;;;;;3.939.910.324;2.829.385.777;;;0;;
78;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;1999;Elec - Distribution;102607.5;9.181.691.667;144.903.381;7313.48;;3.522.143.532;;20425807000;;;0.127677786;;;;;;;;3.849.931.139;3.305.891.528;4.145.006.506;;0;;
79;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2000;Elec - Distribution;104580;93690;1.507.190.755;7459.39;186;3.978.437.009;484.725.815;1844862;3301643.39;5146505.39;0.1632154;0.092201644;0.071013756;16.95;39.58;;;;3.948.569.105;424.855.936;4.778.051.476;;0;5.037.096.774;8.103.176.104
80;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2001;Elec - Distribution;107573.75;9.649.591.667;144.873.082;7497.21;;6.868.338.488;5.558.018.148;1844862;4166673.96;6011535.96;0.183062366;0.091053423;0.092008943;;;0.764013023;;;6.246.867.937;8.712.813.964;7.708.179.776;;0;;
81;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2002;Elec - Distribution;110368;98792;150.263.812;7568.37;301;9.438.335.319;744.016.445;2773265;4512073;7285338;0.173843931;0.097995535;0.075848396;;;0.771581312;;;9.723.859.109;885.056.516;1.070.842.783;;0;3.282.126.246;4.992.153.223
82;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2003;Elec - Distribution;114243;102101;144.321.466;7641.48;339;1.011.857.269;942.317.305;3.154.288.908;3631933;6.786.221.908;0.194740303;0.097992683;0.09674762;;;0.787440384;;;1.099.059.008;9.223.395.382;1.099.684.678;;0;3.011.828.909;4.257.270.383
83;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2004;Elec - Distribution;117477;104906;135919.64;7.728.662;364;9.725.693.625;940.026.126;4.504.825.622;4.101.289.961;8.606.115.582;0.201062055;0.095300717;0.105761338;9.547.584.935;6.229.320.185;0.792878554;;;1.126.041.246;1.046.671.996;1.039.821.878;;0;2.882.032.967;3.734.056.044
84;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2005;Elec - Distribution;120818.75;1.057.025.833;143681.23;80.564.968;321;9.361.412.056;9.180.407.617;5.132.136.445;4.030.790.893;9.162.927.338;0.195962923;0.098788024;0.097174899;9.145.245.317;6.565.978.544;0.791725716;;;1.101.471.142;9.946.870.903;1.050.415.722;;0;3.292.915.369;4.476.050.779
85;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2006;Elec - Distribution;124572;110370;149591;8118.57;350;106.1;8.678.281.898;5.192.449.869;4.407.147.915;9.599.597.783;0.1997;0.103;0.0967;1.705.051.137;2.723.478.077;0.954;85;;109.46;967.896.281;10.8;;0;3.153.428.571;4.274.028.571
86;Ecuador;EMPRESA ELCTRICA RIOBAMBA S.A.;RIOBAMBA;201006;2007;Elec - Distribution;126968;112678;159401;8110.14;346;106.5;8.442.664.701;5273299.53;3.441.911.124;8.715.210.654;0.1528;0.1029;0.0499;1.200.315.159;1.271.684.922;1;19;;1.107.532.928;9.789.038.754;11.27;;0;3.256.589.595;4.606.965.318
87;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;1994;Elec - Distribution;45369;;124000;1079;149;;;;;;0.194814136;;;;;;;;;;;;0;;8.322.147.651
