_id;country;utility name;utility code;utility ID;year;Type of connection;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
1;country;utility name;utility code;utility ID;year;Type of connection; Total number of connections (residential and non-residential) in the utility area;Total Number of residential connections in the utility area;Total electricity sold per year (MWh);Length of distribution network (km) ;Total number of employees ;Average wholesale price paid per MWh (local nominal currency);Average transmission charges per MWh purchased (local nominal currency);OPEX (operation expenditures) of the distribution services (local nominal currency);CAPEX (captial expenditures) of the distribution services (local nominal currency) ;TOTEX (total expenditures) of the distribution network (local nominal currency);Energy losses in distribution per year (due to technical losses and illegal connections) %;Energy losses in distribution per year due to technical losses %;Energy losses in distribution per year due to non-technical losses (illegal connections) %;Average duration of interruptions per subscriber (hours/year);Average frequency of interruptions per subscriber (# interruptions / year);Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households;Number of customer complaints per year;Average duration between customer complaint and the solution of the problem (hours);Average residential tariff (local nominal currency / MWh);Average industrial tariff (local nominal currency / MWh);Installation Cost (residential) local nominal currency;Installation Cost (Industrial) local nominal currency;Year of privatization;Residencial conexions per employee;Energy sold per employee
2;country;name;code;id_conce;year;typ_conc;n_con;n_rd_con;mwh_sold;length_net;n_wrks;whosale_price_p;transm_chrs_p;opex;capex;totex;d_losses;d_losses_t;d_losses_c;dur_interr;freq_interr;coverage;complains;dur_problem;avg_rd_tariff_p;avg_in_tariff_p;inst_rd_price_p;inst_in_price_p;d_priv;rd_cn_wkr;mwh_wkr
605;Peru;ELECTRO NORTE S.A. (PRIVATIZED ON DECEMBER, 1998);ENSA;896;2005;Elec - Distribution;226206;207295;352440;;230;;;113168000;15444862.68;128612862.7;0.0924;0.0622;0.0302;38.67;20.07;0.619;1403;9;368.3;214;307;11217;1;9.012.826.087;1.532.347.826
606;Peru;ELECTRO NORTE S.A. (PRIVATIZED ON DECEMBER, 1998);ENSA;896;2006;Elec - Distribution;235123;215335;399590;;230;;;123806000;15675354.8;139481354.8;0.0899;0.0678;0.0221;47.36;22.26;0.633;1190;1.059.833.333;367.4;205.7;305;10977;1;9.362.391.304;1.737.347.826
607;Peru;ELECTRO NORTE S.A. (PRIVATIZED ON DECEMBER, 1998);ENSA;896;2007;Elec - Distribution;247389;227418;447432;;217;;;127816000;18166586.7;145982586.7;0.0881;0.0617;0.0264;;;0.6333;940;12;352.5;188.6;228;10956;1;1.048.009.217;2.061.898.618
608;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1988;Elec - Distribution;153428;138690;1026800;;1689;;;;;;;;;;;;;;;;;;0;8.211.367.673;6.079.336.886
609;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1989;Elec - Distribution;167050;150822;874420;;1684;;;;;;;;;;;;;;;;;;0;8.956.175.772;5.192.517.815
610;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1990;Elec - Distribution;176638;158309;830048;;1.452.022.038;;;;;;0.17;;;;;0.606930993;;;;;;;0;1.090.265.821;5.716.497.257
611;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1991;Elec - Distribution;188633;169218;761777;;1252;;;;;;0.1983;;;;;0.503272932;;;;;;;0;135.158.147;6.084.480.831
612;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1992;Elec - Distribution;191571;172421;577555;;616;;;;;;0.2554;;;;;0.500873448;;;;;;;0;2.799.042.208;9.375.892.857
613;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1993;Elec - Distribution;1.960.537.614;1.764.556.514;496681.2;;648;;;;;;0.3195;;;;;0.497830661;;;;;;;0;272.308.104;7.664.833.333
614;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1994;Elec - Distribution;2.155.611.107;1.940.129.887;593212;;701;;;;;;0.2956;;;;;0.529141268;;;153.21;;;;0;2.767.660.324;8.462.368.046
615;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1995;Elec - Distribution;238479;215865;583033;7.542.777.501;621;;;;37657152;37657152;0.318;;;;;0.570068964;;;170.01;;;;0;3.476.086.957;9.388.615.137
616;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1996;Elec - Distribution;269894;242560;601415;8.056.326.668;583;;;187493000;11769384;199262384;0.28;;;;;0.622152039;;;192.91;;;;0;4.160.548.885;1.031.586.621
617;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1997;Elec - Distribution;290299;264013;624423;8.604.840.774;456;;;188625000;3.294.328.917;191919328.9;0.224;;;;;0.659571093;;;320.3;181.8;;;0;5.789.758.772;1.369.348.684
618;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1998;Elec - Distribution;286203;262000;592476;9.190.700.401;354;;;178414000;3.500.247.088;181914247.1;0.204;;;;;0.629367415;;;368.8;193.8;;;0;7.401.129.944;1.673.661.017
619;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;1999;Elec - Distribution;303910;279528;645669;9.816.448.215;147;;;201871000;n.d.;#VALUE!;0.17;;;44;58;0.650215529;;;396.9;207.2;;;1;190.155.102;4.392.306.122
620;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2000;Elec - Distribution;325620;301858;743066.08;10484.8;154;;;222601000;100286318.4;322887318.4;0.127;;;30;34;0.681226244;;;344.8;172.2;383.051.122;3.430.821.962;1;1.960.116.883;4.825.104.416
621;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2001;Elec - Distribution;348569;320141;742218;;178;;;231884000;16827676.22;248711676.2;0.118;;;34;27;0.682988579;8083;6;363.9;176.1;3.855.993.388;345.364.523;1;1.798.544.944;4.169.764.045
622;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2002;Elec - Distribution;367681;336400;722923;;162;;;225238000;29420138.23;254658138.2;0.1075;;;30;19;0.706786644;4673;11.1;395.2;201.2;381.160.263;3.413.886.362;1;207.654.321;4.462.487.654
623;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2003;Elec - Distribution;378330;341006;755500;;339;;;231420000;46554784.13;277974784.1;0.1033;;;;;0.71449495;1704;18.29;404;215;3.705.244.329;3.318.625.867;1;1.005.917.404;2.228.613.569
624;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2004;Elec - Distribution;396563;360455;789110;;374;;;245566000;55090440.65;300656440.6;0.101;;;43.7;30.6;0.736091649;1281;1.036.302.455;364.1;218.9;3.508.010.959;3.141.972.533;1;9.637.834.225;2.109.919.786
625;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2005;Elec - Distribution;411437;373569;830470;;371;;;259724000;62636217.18;322360217.2;0.1005;0.0838;0.0167;65.74;33.6;0.753157511;1347;1.396.255.468;362.3;214.2;3.500.367.123;3.135.126.283;1;1.006.924.528;2.238.463.612
626;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2006;Elec - Distribution;440805;399640;922620;;361;;;272823000;51886766.4;324709766.4;0.0991;0.083;0.0161;87.14;40.3;0.792070245;1178;16;365.4;214.1;3.566.871.233;3.194.691.116;1;1.107.036.011;2.555.734.072
627;Peru;Electronorte Medio S.A.-Hidradina S.A.(PRIVATIZED ON DECEMBER, 1998);ELECTRO NORTE MEDIO ;897;2007;Elec - Distribution;469967;427329;1030827;;367;;;285849000;42132218.13;327981218.1;0.0977;0.0792;0.0185;71.01;65.56;0.805759345;1034;19;378.4;232.2;3.284.756.164;2.942.012.944;1;1.164.384.196;2.808.792.916
628;Peru;Electro Oriente S.A;ELOR;304001;1992;Elec - Distribution;60111;53001;122330;;;37.888.248;;;;;;;;;;;;;;;;;0;;
629;Peru;Electro Oriente S.A;ELOR;304001;1993;Elec - Distribution;60063;43728;126729;;;50.825.253;;;;;;;;;;;;;;;;;0;;
630;Peru;Electro Oriente S.A;ELOR;304001;1994;Elec - Distribution;63478;47964;129796;;218;138.170.258;;1715000;;1715000;;;;;;;;;;;;;0;2.200.183.486;5.953.944.954
631;Peru;Electro Oriente S.A;ELOR;304001;1995;Elec - Distribution;66070;64919;131448;2.331.324.052;218;146.533.936;;52193000;1527312;53720312;0.261;;;;;;;;341.3;256.6;;;0;297.793.578;6.029.724.771
632;Peru;Electro Oriente S.A;ELOR;304001;1996;Elec - Distribution;68566;67858;130324;2.470.896.487;125;161.853.409;;60824000;24422208;85246208;0.282;;;;;;;;377.4;269.4;;;0;542.864;1.042.592
633;Peru;Electro Oriente S.A;ELOR;304001;1997;Elec - Distribution;90352;89720;151293;2.618.824.887;166;172.645.737;;68117000;15692598.28;83809598.28;0.236459242;0.057298997;0.179160245;;;0.964792756;;;403.9;261.2;354;1250;0;5.404.819.277;9.114.036.145
634;Peru;Electro Oriente S.A;ELOR;304001;1998;Elec - Distribution;91297;84901;157661;2.775.609.511;171;;;74021000;27211787.14;101232787.1;0.213037009;0.051623302;0.161413706;;;0.965089178;;;425.6;267.3;320;1180;0;496.497.076;921.994.152
635;Peru;Electro Oriente S.A;ELOR;304001;1999;Elec - Distribution;96381;92563;168842;2.941.780.565;131;112.293.266;;78681000;27510479.53;106191479.5;0.178324785;0.043211808;0.135112977;;;0.990704666;;;488.4;296.7;330;1020;0;7.065.877.863;1.288.870.229
636;Peru;Electro Oriente S.A;ELOR;304001;2000;Elec - Distribution;100631;98076;166832;3117.9;78;;;94933000;8.155.825.553;103088825.6;0.177084018;0.042911144;0.134172874;;;0.996075557;3480;;521.5;342.3;350;1800;0;1.257.384.615;2.138.871.795
637;Peru;Electro Oriente S.A;ELOR;304001;2001;Elec - Distribution;111027;109381;176583;;82;;;93522000;27021061.26;120543061.3;0.139902051;0.03390118;0.106000871;;;0.999372624;1416;;519;341;320;1700;0;1.333.914.634;215.345.122
638;Peru;Electro Oriente S.A;ELOR;304001;2002;Elec - Distribution;116281;115203;196802;;93;;;104000000;8.219.919.117;112219919.1;0.123242526;0.02986423;0.093378296;;;1;2280;;496;333.9;270;1035;0;1.238.741.935;2.116.150.538
639;Peru;Electro Oriente S.A;ELOR;304001;2003;Elec - Distribution;121666;121094;209681;;193;;;100733000;;100733000;0.121181981;0.029364917;0.091817064;;;1;8852;;445;322.7;250;750;0;6.274.300.518;1.086.430.052
640;Peru;Electro Oriente S.A;ELOR;304001;2004;Elec - Distribution;126581;124997;227273;;195;;;111959000;2.902.908.049;114861908;0.119135598;0.028869036;0.090266562;;;0.987486274;9249;5.66;456.2;332.6;280;800;0;6.410.102.564;1.165.502.564
641;Peru;Electro Oriente S.A;ELOR;304001;2005;Elec - Distribution;132058;129078;249540;;193;;;141134000;7.618.630.793;148752630.8;0.11375638;0.027565539;0.086190841;;;0.977434158;10053;3.36;479.5;355;280;517;0;6.687.979.275;1.292.953.368
642;Peru;Electro Oriente S.A;ELOR;304001;2006;Elec - Distribution;138856;132942;264160;;193;;;162311000;14932338.4;177243338.4;0.105433294;0.025548682;0.079884612;;;0.957409114;11229;3.65;498.6;358.2;290;527;;6.888.186.528;1.368.704.663
643;Peru;Electro Oriente S.A;ELOR;304001;2007;Elec - Distribution;150688;142617;297440;;182;;;179197000;20449921.46;199646921.5;0.102714717;0.024889914;0.077824803;;;0.946366001;108.366.612;6.02;442.5;303.5;305;520;;7.836.098.901;1.634.285.714
644;Peru;Electro Puno S.A.A.;ELPUNO;304002;1999;Elec - Distribution;77006;69811;58546;7740;67;;;7651000;;;0.149;;;1.403.333;;0.53;831;10;428.2;344.4;386;818.55;0;1.041.955.224;8.738.208.955
645;Peru;Electro Puno S.A.A.;ELPUNO;304002;2000;Elec - Distribution;91043;90747;95436;7950;78;0.2;;41436000;4.048.274.248;45484274.25;0.147;;;142.236;;0.56;338;10;392.8;259.3;369.36;622.33;0;1.163.423.077;1.223.538.462
646;Peru;Electro Puno S.A.A.;ELPUNO;304002;2001;Elec - Distribution;99172;98842;67140;8180;78;0.18;;38247000;561.039.424;38303103.94;0.21;;;1.414.474;;0.58;249;10;357;219;371.2;625.09;0;1.267.205.128;8.607.692.308
647;Peru;Electro Puno S.A.A.;ELPUNO;304002;2002;Elec - Distribution;105177;104815;105574;8730;115;0.17;;40713000;1.694.611.212;42407611.21;0.164;;;1.466.667;;0.6;216;8;330.9;193.9;362.13;610.13;0;9.114.347.826;9.180.347.826
648;Peru;Electro Puno S.A.A.;ELPUNO;304002;2003;Elec - Distribution;110537;110140;109760;9010;115;0.17;;40675000;4201582.31;44876582.31;0.141;;;1.694;;0.56;393;8;332.1;181.3;367.67;618.25;0;9.577.391.304;9.544.347.826
649;Peru;Electro Puno S.A.A.;ELPUNO;304002;2004;Elec - Distribution;115657;99732;116558;9321;122;0.17;;43410000;6.958.792.503;44105879.25;0.133;;;1.164.617;;0.57;650;8;312.4;180.9;303;541;0;8.174.754.098;9.553.934.426
650;Peru;Electro Puno S.A.A.;ELPUNO;304002;2005;Elec - Distribution;122377;110198;144370;;122;;;48129000;4.217.927.083;52346927.08;0.122;;;14.04;13.89;0.58;758;8;328.2;196.9;304;540;;9.032.622.951;1.183.360.656
651;Peru;Electro Puno S.A.A.;ELPUNO;304002;2006;Elec - Distribution;129795;117237;161190;;122;;;53482000;3976938;57458938;0.129;;;15.02;13.1;0.64;1152;8;379.8;199.5;307;543;;9.609.590.164;1.321.229.508
652;Peru;Electro Puno S.A.A.;ELPUNO;304002;2007;Elec - Distribution;137552;124643;175967;;122;;;57072000;;57072000;0.115;;;7.98;14.22;0.7;1036;8;377.3;222.6;238;510;;1.021.663.934;1.442.352.459
653;Peru;Electro Sur Este SA;ELSE;304003;1992;Elec - Distribution;;;;3450;477;92.409.805;;80200000;19100000;99300000;0.33;;;;;0.21700001;;;;;;;0;;
654;Peru;Electro Sur Este SA;ELSE;304003;1993;Elec - Distribution;;;;3.899.560.059;462;139.609.146;;78700000;22800000;101500000;0.29;;;;;0.2275;;;;;;;0;;
655;Peru;Electro Sur Este SA;ELSE;304003;1994;Elec - Distribution;;;;3900;329;70.370.003;;81100000;21500000;102600000;0.24700001;;;;;0.23709999;;;;;;;0;;
656;Peru;Electro Sur Este SA;ELSE;304003;1995;Elec - Distribution;162495;147299;242356;2074;323;77;;65223000;110415408;175638408;0.2107;0.1107;0.1;;;0.91;;;;;;;0;;
657;Peru;Electro Sur Este SA;ELSE;304003;1996;Elec - Distribution;181162;164113;262562;3152;312;100.07;;79843000;43219848;123062848;0.1803;0.0833;0.097;;;0.91;;;;;;;0;;8.415.448.718
658;Peru;Electro Sur Este SA;ELSE;304003;1997;Elec - Distribution;203014;185701;259891;3711;315;86.940.002;;89969000;59492017.36;149461017.4;0.1659;0.0694;0.0965;;;0.92;;;261.9;151.5;;;0;;8.250.507.937
659;Peru;Electro Sur Este SA;ELSE;304003;1998;Elec - Distribution;225543;207192;173592;3711;272;149.389.999;;102072000;77224933.04;179296933;0.1525;0.0555;0.097;;;0.92;;;307.2;163.7;;;0;;6.382.058.824
660;Peru;Electro Sur Este SA;ELSE;304003;1999;Elec - Distribution;171527;160252;171252;3066;202;186.270.004;;109540000;56789610.67;166329610.7;0.1482;0.062;0.0862;;;0.93;;;341;181.2;;;0;7.933.267.327;8.477.821.782
661;Peru;Electro Sur Este SA;ELSE;304003;2000;Elec - Distribution;184345;173215;189517;3832;199;185.139.999;;79661000;8.068.653.411;87729653.41;0.1381;0.0577;0.0804;3.8;27.8;0.93;;;351.6;201.2;369.16;1223.08;0;8.704.271.357;9.523.467.337
662;Peru;Electro Sur Este SA;ELSE;304003;2001;Elec - Distribution;193351;181368;192898;4433;201;157.429.993;;73743000;8.910.007.352;82653007.35;0.1278;0.0435;0.0843;3.24;32.02;0.94;;;401.3;282.2;371.61;1230.79;0;9.023.283.582;9.596.915.423
663;Peru;Electro Sur Este SA;ELSE;304003;2002;Elec - Distribution;208825;192794;206859;5054;226;153.830.002;;76332000;9.239.498.477;85571498.48;0.1227;0.0387;0.084;2.91;28.7;0.92;;;408.9;254.4;368.17;1220.29;0;8.530.707.965;9.153.053.097
664;Peru;Electro Sur Este SA;ELSE;304003;2003;Elec - Distribution;218323;201962;212866;5462;227;159.720.001;;82423000;9.390.953.839;91813953.84;0.1193;0.0376;0.0817;4.54;35;0.92;6661;20;368;233;367.52;1215.88;0;8.897.004.405;9.377.356.828
665;Peru;Electro Sur Este SA;ELSE;304003;2004;Elec - Distribution;228696;210901;237509;5574;239;163.970.001;;91358000;8.828.115.195;100186115.2;0.1152;0.0365;0.0787;2.7;29.12;0.92;6251;10;334.3;229.9;321.92;2558.58;0;8.824.309.623;9.937.615.063
666;Peru;Electro Sur Este SA;ELSE;304003;2005;Elec - Distribution;238363;219736;259320;6224;225;;;106278000;18061295.58;124339295.6;0.0992;0.0578;0.0414;3.68;3.88;0.92;6600;7;347.7;239.8;320.5;2510.67;0;9.766.044.444;1.152.533.333
667;Peru;Electro Sur Este SA;ELSE;304003;2006;Elec - Distribution;250255;230522;291450;6598;225;;;113549000;12081381.2;125630381.2;0.0982;0.0679;0.0303;4.99;3.27;0.92;8016;3;357.5;239.5;325.33;2535.33;;1.024.542.222;1.295.333.333
668;Peru;Electro Sur Este SA;ELSE;304003;2007;Elec - Distribution;266509;245493;329684;6614;226;;;122677000;47859322.16;170536322.2;0.0894;0.0712;0.0182;1.73;3.56;0.92;8369;15;375.3;260.4;310.92;2353;;1.086.252.212;1.458.778.761
669;Peru;Electro Sur S.A.;ELS;304004;1992;Elec - Distribution;44453;38679;162546;;;60.857.353;;;;;0.12763771;;;;;;;;393.1;257.5;;;0;;
670;Peru;Electro Sur S.A.;ELS;304004;1993;Elec - Distribution;46084;37585;182031;;;87.043.022;;;;;0.18484215;;;;;;;;372.7;237.8;;;0;;
671;Peru;Electro Sur S.A.;ELS;304004;1994;Elec - Distribution;50834;42446;172000;;164;110.680.191;;19249000;;19249000;0.17115116;;;;;;;;;;;;0;2.588.170.732;1.048.780.488
672;Peru;Electro Sur S.A.;ELS;304004;1995;Elec - Distribution;55089;49707;129817;1.526.622;161;96.344.955;;21276000;2251488;23527488;0.189;0.1336;0.0554;;;;;;272.2;143.2;;;0;3.087.391.304;8.063.167.702
673;Peru;Electro Sur S.A.;ELS;304004;1996;Elec - Distribution;63993;56282;131194;1.561.118;158;119.329.941;;38037000;9462624;47499624;0.1484;0.1049;0.0435;;;;;;305.4;157.6;;;0;3.562.151.899;8.303.417.722
674;Peru;Electro Sur S.A.;ELS;304004;1997;Elec - Distribution;70641;64684;137678;1.597.069;131;140.974.075;;40052000;7.596.366.194;47648366.19;0.114;0.0806;0.0334;;;;;;340.3;182.7;;;0;4.937.709.924;1.050.977.099
675;Peru;Electro Sur S.A.;ELS;304004;1998;Elec - Distribution;76199;68748;143550;1.634.556;107;145.421.509;;41150000;5.727.410.996;46877411;0.1089;0.077;0.0319;;;;;;322.7;183.9;;;0;6.425.046.729;1.341.588.785
676;Peru;Electro Sur S.A.;ELS;304004;1999;Elec - Distribution;78736;71440;150367;1.673.663;95;169.273.102;;46918000;3.696.245.129;50614245.13;0.1009;0.0713;0.0296;;;;;;359.1;210.3;;;0;752;1.582.810.526
677;Peru;Electro Sur S.A.;ELS;304004;2000;Elec - Distribution;81433;73840;147591;2.025.018;88;178.494.476;;48063000;4.508.543.155;52571543.15;0.1149;0.0682;0.0467;;;;;;376.7;319.3;;;0;8.390.909.091;1.677.170.455
678;Peru;Electro Sur S.A.;ELS;304004;2001;Elec - Distribution;85581;78045;146596;2.236.643;80;155.448.639;;43979000;3.502.989.904;47481989.9;0.1329;0.0788;0.0541;;;;;;341;193;;;0;9.755.625;1832.45
679;Peru;Electro Sur S.A.;ELS;304004;2002;Elec - Distribution;89256;81279;155996;2.284.349;82;15.424.617;;46801000;5.403.770.609;52204770.61;0.132;0.0783;0.0537;23.17;27.55;;3596;4;314.9;190.9;375.22;11000;0;9.912.073.171;1.902.390.244
680;Peru;Electro Sur S.A.;ELS;304004;2003;Elec - Distribution;92983;84880;160161;2.334.107;102;159.772.766;;51145000;4.448.529.615;55593529.61;0.1075;0.0625;0.045;26.66;31.97;;5148;3.5;324;197.1;300;11117;0;8.321.568.627;1.570.205.882
681;Peru;Electro Sur S.A.;ELS;304004;2004;Elec - Distribution;95904;87331;179253;2.386.033;129;161.928.467;;52966000;3.922.848.715;56888848.71;0.0959;0.0772;0.0187;16.36;22.86;;6002;3.5;351.1;188.6;303;10791;0;6.769.844.961;138.955.814
682;Peru;Electro Sur S.A.;ELS;304004;2005;Elec - Distribution;98943;89990;190954;2.440.252;143;;;57559000;4.481.547.525;62040547.53;0.0879;0.0707;0.0172;19.8;28.66;;5753;3;369.2;202.7;301.3;10752.5;0;6.293.006.993;1.335.342.657
683;Peru;Electro Sur S.A.;ELS;304004;2006;Elec - Distribution;102488;93185;211010;2.498.741;143;;;59893000;7145395.6;67038395.6;0.0787;0.0633;0.0154;14.59;34.44;;5537;2.5;362.1;193;306.6;10864.25;;6.516.433.566;1.475.594.406
684;Peru;Electro Sur S.A.;ELS;304004;2007;Elec - Distribution;108562;98744;227813;2.500.149;143;;;61286000;4.106.874.714;65392874.71;0.0787;0.0633;0.0154;16.79;28.94;;5867;2.5;350.8;189.5;283.9;1.025.491.667;;6.905.174.825;1.593.097.902
685;Peru;Electro Ucayali S.A.;ELU;304005;1995;Elec - Distribution;25915;24210;45761;8.028.356.394;43;;;23302000;;23302000;0.3357;;;;;0.25914;;;;;;;0;5.630.232.558;1.064.209.302
686;Peru;Electro Ucayali S.A.;ELU;304005;1996;Elec - Distribution;21712;18743;55714;8.302.336.058;25;;;26553000;;26553000;0.3637;;;;;0.21711;;;;;;;0;749.72;2228.56
687;Peru;Electro Ucayali S.A.;ELU;304005;1997;Elec - Distribution;20844;19312;54835;8.585.665.687;37;;;24519000;;24519000;0.3896;;;;;0.20843;;;332.3;184.1;;;0;5.219.459.459;1.482.027.027
688;Peru;Electro Ucayali S.A.;ELU;304005;1998;Elec - Distribution;24230;22599;68265;8.878.664.363;30;;;25269000;;25269000;0.2898;;;;;0.2423;;;389.5;237.2;;;0;753.3;2275.5
689;Peru;Electro Ucayali S.A.;ELU;304005;1999;Elec - Distribution;27349;25312;80753;9.181.662.057;32;;;29195000;3.794.315.677;32989315.68;0.162;;;32;22;0.27318;6000;;420.5;257.2;;;0;791;252.353.125
690;Peru;Electro Ucayali S.A.;ELU;304005;2000;Elec - Distribution;30311;27937;86180;949.5;28;;;37395000;4.752.625.151;42147625.15;0.1211;;;25;16;0.30267;2400;;412.2;241.3;;;0;997.75;3.077.857.143
691;Peru;Electro Ucayali S.A.;ELU;304005;2001;Elec - Distribution;34377;32027;87583;;65;;;38512000;1.960.131.488;40472131.49;0.1174;;;33;27;0.34378;1872;;444.4;266.6;;;0;4.927.230.769;1.347.430.769
692;Peru;Electro Ucayali S.A.;ELU;304005;2002;Elec - Distribution;38091;34197;95660;;66;21.673.465;;39880000;1.184.821.532;41064821.53;0.1034;;;119;74;0.38091;1980;;503.2;320.5;369.36;;0;5.181.363.636;1.449.393.939
693;Peru;Electro Ucayali S.A.;ELU;304005;2003;Elec - Distribution;40122;37919;105699;;87;221.917.389;;52398000;3.234.661.878;52721466.19;0.092;;;128;133;0.40122;1032;;509;333;363.46;;0;4.358.505.747;1.214.931.034
694;Peru;Electro Ucayali S.A.;ELU;304005;2004;Elec - Distribution;41811;37786;113929;893.62;77;12.072.438;;64942000;;;0.0905;;;28;28;0.41811;792;;410.7;293.6;375.22;;0;4.907.272.727;1.479.597.403
695;Peru;Electro Ucayali S.A.;ELU;304005;2005;Elec - Distribution;43375;37767;128720;916.48;77;;;66780000;1113796.37;67893796.37;0.085;;;;;0.43375;1227;;374.2;235.9;300;11344;0;4.904.805.195;1.671.688.312
696;Peru;Electro Ucayali S.A.;ELU;304005;2006;Elec - Distribution;45676;39954;138740;995.12;77;;;72705000;4166783.6;76871783.6;0.0878;;;;;0.45676;1320;;368.1;227.8;302;11301;;5.188.831.169;1.801.818.182
697;Peru;Electro Ucayali S.A.;ELU;304005;2007;Elec - Distribution;48016;42163;154643;1021.34;63;;;62948000;4.788.747.287;67736747.29;0.082;;;;;0.48005;1325;;367.1;231;310;10925;;6.692.539.683;2.454.650.794
698;Peru;Proyecto Especial Chavimochic;INADE;304006;1996;Elec - Distribution;n.d.;n.d.;n.d.;;14;;;;;;;;;;;;;;373.7;223.7;305;11145;0;;
699;Peru;Proyecto Especial Chavimochic;INADE;304006;1997;Elec - Distribution;n.d.;n.d.;n.d;;27;;;9731000;;9731000;;;;;;;;;349.4;207;243;10977;0;;
700;Peru;Proyecto Especial Chavimochic;INADE;304006;1998;Elec - Distribution;n.d;n.d.;n.d.;;21;;;3316000;;3316000;;;;;;;;;n.d.;n.d.;;;0;;
701;Peru;Proyecto Especial Chavimochic;INADE;304006;1999;Elec - Distribution;1605;n.d.;945;;7;;;3941000;;3941000;0.384;;;;;;;;n.d.;291;;;0;;135
702;Peru;Proyecto Especial Chavimochic;INADE;304006;2000;Elec - Distribution;2232;n.d.;2409;;7;;;6558000;1.223.896.866;7.781.896.866;0.236;;;;;;;;n.d.;271;;;0;;3.441.428.571
703;Peru;Proyecto Especial Chavimochic;INADE;304006;2001;Elec - Distribution;2499;2012;2856;;7;;;6105000;;;0.281;;;;;;;;504;271;;;0;2.874.285.714;408
704;Peru;Proyecto Especial Chavimochic;INADE;304006;2002;Elec - Distribution;2730;2285;3933;;8;;;5167000;;;0.353;;;;;;;;334.2;317.3;;;0;285.625;491.625
705;Peru;Proyecto Especial Chavimochic;INADE;304006;2003;Elec - Distribution;2967;2600;5992;;12;;;2954000;;;0.13785047;;;;;;;;369.8;280.9;;;0;2.166.666.667;4.993.333.333
706;Peru;Proyecto Especial Chavimochic;INADE;304006;2004;Elec - Distribution;3321;3016;12050;;15;;;3406000;;;0.11100833;;;;;;;;383.6;428.8;;;0;2.010.666.667;8.033.333.333
707;Peru;Proyecto Especial Chavimochic;INADE;304006;2005;Elec - Distribution;3524;3207;10880;;15;;;3471000;;3471000;0.065;;;;;;;;398.4;289.5;;;;;7.253.333.333
708;Peru;Proyecto Especial Chavimochic;INADE;304006;2006;Elec - Distribution;3986;3551;6627;;15;;;3972000;445155.2;4417155.2;0.064;;;;;;;;429.4;233.2;;;;;
709;Peru;Sociedad Electrica del Sur Oeste S.A.;SEAL;304007;1992;Elec - Distribution;127064;114094;346320;;16;45.434.246;;4705000;n.d.;70010762;0.141;;;;;0.63299999;;;415.2;238;;;0;7.130.875;21645
